clip,actor,sentence,intended,intensity,n_raters,v_A,v_D,v_F,v_H,v_N,v_S,p_A,p_D,p_F,p_H,p_N,p_S,tied,unambiguous,agreement,perceived,perceived_randtie,perceived_strict,entropy,p_intended
1064_TAI_NEU_XX,1064,TAI,N,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1064_TAI_SAD_XX,1064,TAI,S,XX,10,0,2,1,0,6,1,0.0,0.2,0.1,0.0,0.6,0.1,False,True,0.6,N,N,N,0.6077266474915604,0.1
1064_TIE_ANG_XX,1064,TIE,A,XX,10,9,1,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1064_TIE_DIS_XX,1064,TIE,D,XX,9,4,2,1,0,2,0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,False,True,0.4444444444444444,A,A,A,0.710490642551528,0.2222222222222222
1064_TIE_FEA_XX,1064,TIE,F,XX,8,5,1,1,0,1,0,0.625,0.125,0.125,0.0,0.125,0.0,False,True,0.625,A,A,A,0.5991556706386704,0.125
1064_TIE_HAP_XX,1064,TIE,H,XX,10,0,0,1,8,1,0,0.0,0.0,0.1,0.8,0.1,0.0,False,True,0.8,H,H,H,0.35665047157556895,0.8
1064_TIE_NEU_XX,1064,TIE,N,XX,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1064_TIE_SAD_XX,1064,TIE,S,XX,8,0,0,2,0,6,0,0.0,0.0,0.25,0.0,0.75,0.0,False,True,0.75,N,N,N,0.3138452198949893,0.0
1064_TSI_ANG_XX,1064,TSI,A,XX,10,6,3,0,0,1,0,0.6,0.3,0.0,0.0,0.1,0.0,False,True,0.6,A,A,A,0.5011530511088312,0.6
1064_TSI_DIS_XX,1064,TSI,D,XX,8,1,4,2,0,1,0,0.125,0.5,0.25,0.0,0.125,0.0,False,True,0.5,D,D,D,0.6769924126604477,0.5
1064_TSI_FEA_XX,1064,TSI,F,XX,10,0,0,10,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,1.0,F,F,F,-0.0,1.0
1064_TSI_HAP_XX,1064,TSI,H,XX,7,0,1,0,4,2,0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.0,False,True,0.5714285714285714,H,H,H,0.5333862650237753,0.5714285714285714
1064_TSI_NEU_XX,1064,TSI,N,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1064_TSI_SAD_XX,1064,TSI,S,XX,10,1,0,3,0,3,3,0.1,0.0,0.3,0.0,0.3,0.3,True,False,0.3,N,F,TIE,0.7332647354495562,0.3
1064_WSI_ANG_XX,1064,WSI,A,XX,10,10,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1064_WSI_DIS_XX,1064,WSI,D,XX,10,1,5,0,0,4,0,0.1,0.5,0.0,0.0,0.4,0.0,False,True,0.5,D,D,D,0.5264927622988719,0.5
1064_WSI_FEA_XX,1064,WSI,F,XX,10,0,0,10,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,1.0,F,F,F,-0.0,1.0
1064_WSI_HAP_XX,1064,WSI,H,XX,10,0,0,0,5,5,0,0.0,0.0,0.0,0.5,0.5,0.0,True,False,0.5,H,N,TIE,0.3868528072345416,0.5
1064_WSI_NEU_XX,1064,WSI,N,XX,10,2,2,0,0,4,2,0.2,0.2,0.0,0.0,0.4,0.2,False,True,0.4,N,N,N,0.7435032788101106,0.4
1064_WSI_SAD_XX,1064,WSI,S,XX,9,1,0,1,0,5,2,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.2222222222222222
1065_DFA_ANG_XX,1065,DFA,A,XX,10,6,0,0,0,4,0,0.6,0.0,0.0,0.0,0.4,0.0,False,True,0.6,A,A,A,0.37561496315083553,0.6
1065_DFA_DIS_XX,1065,DFA,D,XX,10,0,0,0,2,7,1,0.0,0.0,0.0,0.2,0.7,0.1,False,True,0.7,N,N,N,0.4475034547403761,0.0
1065_DFA_FEA_XX,1065,DFA,F,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.0
1065_DFA_HAP_XX,1065,DFA,H,XX,9,0,1,1,0,7,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.0
1065_DFA_NEU_XX,1065,DFA,N,XX,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1065_DFA_SAD_XX,1065,DFA,S,XX,9,0,0,0,0,9,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1065_IEO_ANG_HI,1065,IEO,A,HI,10,10,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1065_IEO_ANG_LO,1065,IEO,A,LO,9,3,3,0,0,3,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,True,False,0.3333333333333333,D,D,TIE,0.6131471927654584,0.3333333333333333
1065_IEO_ANG_MD,1065,IEO,A,MD,9,9,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1065_IEO_DIS_HI,1065,IEO,D,HI,9,1,1,1,1,5,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.727269717917624,0.1111111111111111
1065_IEO_DIS_LO,1065,IEO,D,LO,9,2,0,2,0,4,1,0.2222222222222222,0.0,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.7104906425515282,0.0
1065_IEO_DIS_MD,1065,IEO,D,MD,8,0,1,0,0,7,0,0.0,0.125,0.0,0.0,0.875,0.0,False,True,0.875,N,N,N,0.2102794307646444,0.125
1065_IEO_FEA_HI,1065,IEO,F,HI,10,1,0,0,0,9,0,0.1,0.0,0.0,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1065_IEO_FEA_LO,1065,IEO,F,LO,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1065_IEO_FEA_MD,1065,IEO,F,MD,8,0,0,0,2,6,0,0.0,0.0,0.0,0.25,0.75,0.0,False,True,0.75,N,N,N,0.3138452198949893,0.0
1065_IEO_HAP_HI,1065,IEO,H,HI,9,0,0,3,0,5,1,0.0,0.0,0.3333333333333333,0.0,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.5228873203291379,0.0
1065_IEO_HAP_LO,1065,IEO,H,LO,9,0,0,0,1,6,2,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.1111111111111111
1065_IEO_HAP_MD,1065,IEO,H,MD,9,1,0,3,4,1,0,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,False,True,0.4444444444444444,H,H,H,0.6780428259561715,0.4444444444444444
1065_IEO_NEU_XX,1065,IEO,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1065_IEO_SAD_HI,1065,IEO,S,HI,9,0,0,0,0,7,2,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.2222222222222222
1065_IEO_SAD_LO,1065,IEO,S,LO,9,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.1111111111111111
1065_IEO_SAD_MD,1065,IEO,S,MD,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1065_IOM_ANG_XX,1065,IOM,A,XX,9,6,1,0,0,2,0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,False,True,0.6666666666666666,A,A,A,0.4736604283676854,0.6666666666666666
1065_IOM_DIS_XX,1065,IOM,D,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1065_IOM_FEA_XX,1065,IOM,F,XX,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1065_IOM_HAP_XX,1065,IOM,H,XX,9,1,0,0,1,6,1,0.1111111111111111,0.0,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.1111111111111111
1065_IOM_NEU_XX,1065,IOM,N,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.9
1065_IOM_SAD_XX,1065,IOM,S,XX,10,0,0,0,1,8,1,0.0,0.0,0.0,0.1,0.8,0.1,False,True,0.8,N,N,N,0.35665047157556895,0.1
1065_ITH_ANG_XX,1065,ITH,A,XX,9,5,2,1,0,1,0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,False,True,0.5555555555555556,A,A,A,0.6413024274210593,0.5555555555555556
1065_ITH_DIS_XX,1065,ITH,D,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1065_ITH_FEA_XX,1065,ITH,F,XX,10,0,1,1,0,8,0,0.0,0.1,0.1,0.0,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.1
1065_ITH_HAP_XX,1065,ITH,H,XX,10,0,0,4,2,2,2,0.0,0.0,0.4,0.2,0.2,0.2,False,True,0.4,F,F,F,0.7435032788101106,0.2
1065_ITH_NEU_XX,1065,ITH,N,XX,10,0,0,4,0,6,0,0.0,0.0,0.4,0.0,0.6,0.0,False,True,0.6,N,N,N,0.37561496315083553,0.6
1065_ITH_SAD_XX,1065,ITH,S,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1065_ITS_ANG_XX,1065,ITS,A,XX,8,1,1,2,0,4,0,0.125,0.125,0.25,0.0,0.5,0.0,False,True,0.5,N,N,N,0.6769924126604477,0.125
1065_ITS_DIS_XX,1065,ITS,D,XX,9,0,0,0,0,9,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1065_ITS_FEA_XX,1065,ITS,F,XX,9,0,1,3,0,4,1,0.0,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.6780428259561715,0.3333333333333333
1065_ITS_HAP_XX,1065,ITS,H,XX,10,0,2,0,4,4,0,0.0,0.2,0.0,0.4,0.4,0.0,True,False,0.4,N,N,TIE,0.588762155916294,0.4
1065_ITS_NEU_XX,1065,ITS,N,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.9
1065_ITS_SAD_XX,1065,ITS,S,XX,9,0,0,3,0,6,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.355245321275764,0.0
1065_IWL_ANG_XX,1065,IWL,A,XX,10,6,3,0,0,1,0,0.6,0.3,0.0,0.0,0.1,0.0,False,True,0.6,A,A,A,0.5011530511088312,0.6
1065_IWL_DIS_XX,1065,IWL,D,XX,9,0,0,0,4,5,0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.3834005559313648,0.0
1065_IWL_FEA_XX,1065,IWL,F,XX,9,1,1,0,1,5,1,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.727269717917624,0.0
1065_IWL_HAP_XX,1065,IWL,H,XX,9,1,1,0,4,2,1,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,False,True,0.4444444444444444,H,H,H,0.7964579330480929,0.4444444444444444
1065_IWL_NEU_XX,1065,IWL,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1065_IWL_SAD_XX,1065,IWL,S,XX,10,0,1,1,0,5,3,0.0,0.1,0.1,0.0,0.5,0.3,False,True,0.5,N,N,N,0.6520308502568676,0.3
1065_IWW_ANG_XX,1065,IWW,A,XX,9,7,2,0,0,0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,False,True,0.7777777777777778,A,A,A,0.29563465864414723,0.7777777777777778
1065_IWW_DIS_XX,1065,IWW,D,XX,9,2,1,3,0,3,0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,True,False,0.3333333333333333,N,F,TIE,0.7315622998573797,0.1111111111111111
1065_IWW_FEA_XX,1065,IWW,F,XX,9,2,3,2,0,2,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0,False,True,0.3333333333333333,D,D,D,0.7640101164527363,0.2222222222222222
1065_IWW_HAP_XX,1065,IWW,H,XX,11,1,0,3,6,1,0,0.09090909090909091,0.0,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.0,False,True,0.5454545454545454,H,H,H,0.6256143259879202,0.5454545454545454
1065_IWW_NEU_XX,1065,IWW,N,XX,10,2,0,0,0,8,0,0.2,0.0,0.0,0.0,0.8,0.0,False,True,0.8,N,N,N,0.27927991012866066,0.8
1065_IWW_SAD_XX,1065,IWW,S,XX,9,0,1,1,0,5,2,0.0,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.2222222222222222
1065_MTI_ANG_XX,1065,MTI,A,XX,10,7,2,0,0,1,0,0.7,0.2,0.0,0.0,0.1,0.0,False,True,0.7,A,A,A,0.4475034547403761,0.7
1065_MTI_DIS_XX,1065,MTI,D,XX,10,0,0,2,2,6,0,0.0,0.0,0.2,0.2,0.6,0.0,False,True,0.6,N,N,N,0.5303560860446522,0.0
1065_MTI_FEA_XX,1065,MTI,F,XX,9,1,1,1,0,6,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.1111111111111111
1065_MTI_HAP_XX,1065,MTI,H,XX,10,0,0,0,6,4,0,0.0,0.0,0.0,0.6,0.4,0.0,False,True,0.6,H,H,H,0.37561496315083553,0.6
1065_MTI_NEU_XX,1065,MTI,N,XX,9,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,True,0.6666666666666666,N,N,N,0.355245321275764,0.6666666666666666
1065_MTI_SAD_XX,1065,MTI,S,XX,10,0,1,1,0,7,1,0.0,0.1,0.1,0.0,0.7,0.1,False,True,0.7,N,N,N,0.5248740161872845,0.1
1065_TAI_ANG_XX,1065,TAI,A,XX,10,5,4,0,0,1,0,0.5,0.4,0.0,0.0,0.1,0.0,False,True,0.5,A,A,A,0.5264927622988719,0.5
1065_TAI_DIS_XX,1065,TAI,D,XX,9,0,1,0,0,6,2,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.1111111111111111
1065_TAI_FEA_XX,1065,TAI,F,XX,9,2,1,1,1,4,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,False,True,0.4444444444444444,N,N,N,0.7964579330480929,0.1111111111111111
1065_TAI_HAP_XX,1065,TAI,H,XX,8,0,0,3,2,2,1,0.0,0.0,0.375,0.25,0.25,0.125,False,True,0.375,F,F,F,0.7372018207993071,0.25
1065_TAI_NEU_XX,1065,TAI,N,XX,10,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.7,0.3,False,True,0.7,N,N,N,0.340929858357647,0.7
1065_TAI_SAD_XX,1065,TAI,S,XX,9,0,0,1,1,6,1,0.0,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.1111111111111111,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.1111111111111111
1065_TIE_ANG_XX,1065,TIE,A,XX,9,9,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1065_TIE_DIS_XX,1065,TIE,D,XX,9,0,1,1,0,7,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.1111111111111111
1065_TIE_FEA_XX,1065,TIE,F,XX,10,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.7,0.3,False,True,0.7,N,N,N,0.340929858357647,0.0
1065_TIE_HAP_XX,1065,TIE,H,XX,8,0,0,1,6,1,0,0.0,0.0,0.125,0.75,0.125,0.0,False,True,0.75,H,H,H,0.4105584217036248,0.75
1065_TIE_NEU_XX,1065,TIE,N,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.9
1065_TIE_SAD_XX,1065,TIE,S,XX,10,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.8,0.2,False,True,0.8,N,N,N,0.27927991012866066,0.2
1065_TSI_ANG_XX,1065,TSI,A,XX,10,0,1,5,1,3,0,0.0,0.1,0.5,0.1,0.3,0.0,False,True,0.5,F,F,F,0.6520308502568676,0.0
1065_TSI_DIS_XX,1065,TSI,D,XX,10,0,0,1,3,6,0,0.0,0.0,0.1,0.3,0.6,0.0,False,True,0.6,N,N,N,0.5011530511088312,0.0
1065_TSI_FEA_XX,1065,TSI,F,XX,10,1,1,2,0,5,1,0.1,0.1,0.2,0.0,0.5,0.1,False,True,0.5,N,N,N,0.7586044466395968,0.2
1065_TSI_HAP_XX,1065,TSI,H,XX,8,0,0,4,1,3,0,0.0,0.0,0.5,0.125,0.375,0.0,False,True,0.5,F,F,F,0.5437754171820363,0.125
1065_TSI_NEU_XX,1065,TSI,N,XX,10,0,0,2,0,8,0,0.0,0.0,0.2,0.0,0.8,0.0,False,True,0.8,N,N,N,0.27927991012866066,0.8
1065_TSI_SAD_XX,1065,TSI,S,XX,9,0,1,1,0,7,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.0
1065_WSI_ANG_XX,1065,WSI,A,XX,9,8,1,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1065_WSI_DIS_XX,1065,WSI,D,XX,10,4,2,2,0,2,0,0.4,0.2,0.2,0.0,0.2,0.0,False,True,0.4,A,A,A,0.7435032788101106,0.2
1065_WSI_FEA_XX,1065,WSI,F,XX,9,2,1,0,0,5,1,0.2222222222222222,0.1111111111111111,0.0,0.0,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.0
1065_WSI_HAP_XX,1065,WSI,H,XX,10,3,2,1,1,3,0,0.3,0.2,0.1,0.1,0.3,0.0,True,False,0.3,N,A,TIE,0.8398383318322854,0.1
1065_WSI_NEU_XX,1065,WSI,N,XX,9,3,0,1,0,4,1,0.3333333333333333,0.0,0.1111111111111111,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.6780428259561715,0.4444444444444444
1065_WSI_SAD_XX,1065,WSI,S,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1066_DFA_ANG_XX,1066,DFA,A,XX,10,5,3,0,0,2,0,0.5,0.3,0.0,0.0,0.2,0.0,False,True,0.5,A,A,A,0.5746602888099595,0.5
1066_DFA_DIS_XX,1066,DFA,D,XX,9,0,2,0,0,7,0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.2222222222222222
1066_DFA_FEA_XX,1066,DFA,F,XX,10,0,0,0,1,7,2,0.0,0.0,0.0,0.1,0.7,0.2,False,True,0.7,N,N,N,0.44750345474037617,0.0
1066_DFA_HAP_XX,1066,DFA,H,XX,9,0,0,0,1,8,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.1111111111111111
1066_DFA_NEU_XX,1066,DFA,N,XX,10,0,2,0,0,7,1,0.0,0.2,0.0,0.0,0.7,0.1,False,True,0.7,N,N,N,0.4475034547403761,0.7
1066_DFA_SAD_XX,1066,DFA,S,XX,9,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.1111111111111111
1066_IEO_ANG_HI,1066,IEO,A,HI,9,8,1,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1066_IEO_ANG_LO,1066,IEO,A,LO,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.1111111111111111
1066_IEO_ANG_MD,1066,IEO,A,MD,9,1,3,1,0,3,1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,True,False,0.3333333333333333,D,D,TIE,0.8175295903539446,0.1111111111111111
1066_IEO_DIS_HI,1066,IEO,D,HI,11,2,5,1,0,3,0,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.0,0.2727272727272727,0.0,False,True,0.45454545454545453,D,D,D,0.6924390875344004,0.45454545454545453
1066_IEO_DIS_LO,1066,IEO,D,LO,8,1,1,2,0,3,1,0.125,0.125,0.25,0.0,0.375,0.125,False,True,0.375,N,N,N,0.8339150226079425,0.125
1066_IEO_DIS_MD,1066,IEO,D,MD,8,1,7,0,0,0,0,0.125,0.875,0.0,0.0,0.0,0.0,False,True,0.875,D,D,D,0.2102794307646444,0.875
1066_IEO_FEA_HI,1066,IEO,F,HI,10,5,1,4,0,0,0,0.5,0.1,0.4,0.0,0.0,0.0,False,True,0.5,A,A,A,0.5264927622988719,0.4
1066_IEO_FEA_LO,1066,IEO,F,LO,10,0,1,0,0,8,1,0.0,0.1,0.0,0.0,0.8,0.1,False,True,0.8,N,N,N,0.35665047157556895,0.0
1066_IEO_FEA_MD,1066,IEO,F,MD,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1066_IEO_HAP_HI,1066,IEO,H,HI,10,1,2,0,2,4,1,0.1,0.2,0.0,0.2,0.4,0.1,False,True,0.4,N,N,N,0.8208738402570189,0.2
1066_IEO_HAP_LO,1066,IEO,H,LO,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.1
1066_IEO_HAP_MD,1066,IEO,H,MD,9,0,1,0,0,8,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1066_IEO_NEU_XX,1066,IEO,N,XX,11,0,0,0,0,11,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1066_IEO_SAD_HI,1066,IEO,S,HI,10,0,1,1,0,7,1,0.0,0.1,0.1,0.0,0.7,0.1,False,True,0.7,N,N,N,0.5248740161872845,0.1
1066_IEO_SAD_LO,1066,IEO,S,LO,9,0,0,0,1,8,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1066_IEO_SAD_MD,1066,IEO,S,MD,9,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,True,0.6666666666666666,N,N,N,0.355245321275764,0.3333333333333333
1066_IOM_ANG_XX,1066,IOM,A,XX,8,6,1,0,0,1,0,0.75,0.125,0.0,0.0,0.125,0.0,False,True,0.75,A,A,A,0.4105584217036248,0.75
1066_IOM_DIS_XX,1066,IOM,D,XX,11,0,1,2,0,6,2,0.0,0.09090909090909091,0.18181818181818182,0.0,0.5454545454545454,0.18181818181818182,False,True,0.5454545454545454,N,N,N,0.6521625395659393,0.09090909090909091
1066_IOM_FEA_XX,1066,IOM,F,XX,10,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.8,0.2,False,True,0.8,N,N,N,0.27927991012866066,0.0
1066_IOM_HAP_XX,1066,IOM,H,XX,9,0,0,0,2,7,0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.2222222222222222
1066_IOM_NEU_XX,1066,IOM,N,XX,9,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1066_IOM_SAD_XX,1066,IOM,S,XX,10,0,2,0,0,4,4,0.0,0.2,0.0,0.0,0.4,0.4,True,False,0.4,N,S,TIE,0.588762155916294,0.4
1066_ITH_ANG_XX,1066,ITH,A,XX,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1066_ITH_DIS_XX,1066,ITH,D,XX,8,0,4,0,0,4,0,0.0,0.5,0.0,0.0,0.5,0.0,True,False,0.5,N,N,TIE,0.3868528072345416,0.5
1066_ITH_FEA_XX,1066,ITH,F,XX,9,0,0,4,0,3,2,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,False,True,0.4444444444444444,F,F,F,0.5920755354596067,0.4444444444444444
1066_ITH_HAP_XX,1066,ITH,H,XX,8,0,0,2,3,3,0,0.0,0.0,0.25,0.375,0.375,0.0,True,False,0.375,N,N,TIE,0.6039848253208955,0.375
1066_ITH_NEU_XX,1066,ITH,N,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1066_ITH_SAD_XX,1066,ITH,S,XX,11,0,1,0,0,9,1,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,0.09090909090909091,False,True,0.8181818181818182,N,N,N,0.33495906312593154,0.09090909090909091
1066_ITS_ANG_XX,1066,ITS,A,XX,10,0,8,0,0,2,0,0.0,0.8,0.0,0.0,0.2,0.0,False,True,0.8,D,D,D,0.27927991012866066,0.0
